6	7	31	33	42	52
10	12	20	29	46	47
9	19	39	46	49	56
14	28	40	42	43	45
13	14	17	35	39	54
15	23	43	44	50	55
11	12	18	29	33	50
6	13	16	40	41	53
10	11	23	28	32	34
19	21	26	50	55	56
6	21	23	25	28	48
1	6	31	32	43	47
2	5	15	34	45	46
13	20	21	24	32	50
2	29	31	36	44	50
15	16	19	25	50	54
9	11	14	20	24	44
12	13	15	34	36	47
12	28	32	40	45	52
5	23	24	33	48	50
5	10	11	17	39	48
3	17	21	36	37	40
11	20	27	50	54	55
2	8	27	32	38	49
15	18	21	29	33	41
11	13	31	32	33	40
10	21	25	29	43	52
1	3	4	9	20	55
3	4	36	43	50	51
8	11	23	25	28	29
31	32	33	36	39	44
6	24	31	37	39	54
15	18	23	26	32	34
9	13	21	50	51	53
9	13	39	44	48	52
8	16	20	28	33	36
17	19	33	38	54	55
2	11	24	42	51	54
10	15	17	31	45	51
7	16	17	39	46	56
1	10	20	25	44	46
11	33	37	38	41	46
7	12	25	35	44	45
7	34	37	41	44	56
11	15	29	39	40	50
1	4	15	24	34	52
3	12	18	24	43	50
13	15	23	42	49	51
2	9	13	16	27	38
12	29	41	49	52	55
1	10	20	37	53	56
4	29	30	41	43	49
1	3	5	26	37	52
31	35	39	41	50	51
4	15	22	28	40	48
25	28	29	43	47	49
20	25	29	34	44	54
6	10	17	21	30	39
2	18	23	24	32	54
2	8	24	29	41	46
10	28	32	35	44	48
4	5	14	23	26	47
1	16	30	31	34	43
4	6	22	39	46	53
1	11	26	31	52	55
9	19	26	41	51	52
8	27	31	37	43	45
11	19	34	36	43	56
6	16	30	36	43	56
4	31	33	34	50	54
18	20	29	44	46	52
6	12	29	37	51	53
3	5	9	42	44	48
9	12	28	47	51	53
21	24	32	36	41	49
11	18	33	41	53	54
14	16	24	30	33	39
5	7	8	17	21	23
7	22	43	45	47	55
8	14	20	25	34	46
3	20	32	35	42	52
3	6	20	23	34	46
2	10	25	32	41	52
1	19	33	47	50	54
15	17	19	22	35	37
1	10	17	20	34	45
6	7	11	29	33	39
13	15	24	45	47	55
5	7	18	24	49	52
1	2	22	23	28	52
3	7	13	47	53	55
5	20	23	26	32	46
3	6	9	36	47	55
4	5	11	15	25	47
5	24	28	34	36	43
16	21	32	34	38	46
5	31	32	34	41	45
10	27	32	38	45	56
22	34	37	39	40	48
5	6	14	23	40	45
11	13	34	36	39	51
3	18	22	27	29	46
3	8	18	24	36	54
1	6	15	26	45	54
9	13	17	30	32	35
9	12	16	25	30	45
21	25	27	31	38	44
5	16	18	26	35	41
7	9	10	13	19	21
6	11	23	34	35	54
11	20	22	37	41	47
3	10	34	38	39	43
2	3	17	23	30	44
7	11	14	33	40	46
7	13	17	22	23	47
3	6	8	15	42	45
11	20	36	43	44	52
5	13	17	19	28	53
1	7	10	18	25	28
17	19	25	27	53	54
2	10	15	38	50	52
3	12	17	31	46	51
4	8	11	16	28	40
1	3	4	8	12	30
3	9	25	30	38	40
8	13	14	38	43	56
14	19	21	24	31	49
6	11	12	41	50	52
4	13	21	25	47	53
16	22	35	36	39	50
8	11	25	30	36	37
9	21	27	34	49	52
2	4	10	12	21	28
3	9	32	33	40	56
6	10	31	35	36	45
22	28	33	35	50	51
2	14	19	39	43	45
10	16	23	52	54	56
1	7	13	14	19	20
16	19	29	34	40	45
1	7	9	18	32	55
1	2	32	33	45	56
25	33	46	49	51	54
3	7	29	30	39	51
1	18	19	20	34	53
10	21	31	39	40	42
12	21	24	34	37	55
22	23	24	29	36	40
6	11	41	48	50	52
20	23	31	40	43	54
7	12	35	40	41	50
16	27	29	34	50	56
24	29	34	36	37	46
9	16	22	43	49	53
15	16	26	33	41	56
19	23	28	34	40	52
17	20	22	25	43	55
11	12	17	31	40	55
2	9	31	40	42	50
7	9	13	31	51	54
5	17	33	36	38	43
1	12	27	48	49	56
1	2	29	35	43	47
8	10	13	22	26	30
3	14	16	23	40	45
13	15	37	39	50	52
19	35	36	38	43	53
25	39	43	44	45	53
15	21	38	40	46	50
24	28	29	44	51	53
1	9	15	34	44	52
2	7	12	19	29	40
18	27	35	41	45	49
8	21	33	41	48	51
7	21	26	37	48	52
11	15	20	36	39	45
22	27	33	37	43	52
13	30	31	33	46	50
11	16	19	22	26	32
4	14	19	30	44	50
6	9	11	21	32	56
5	14	15	47	48	54
9	11	17	30	34	45
5	8	16	20	44	45
7	8	29	37	43	50
7	28	31	33	36	42
7	13	22	29	33	51
20	36	45	46	47	56
2	9	10	24	38	53
3	21	42	51	54	56
7	11	47	53	55	56
7	10	43	48	51	56
1	3	14	21	37	54
2	10	34	42	53	54
14	16	18	20	38	54
6	18	23	32	52	56
13	18	21	22	27	54
9	14	18	33	42	48
1	9	23	25	26	35
25	27	34	35	47	48
7	9	10	19	28	36
16	19	28	44	45	54
4	7	16	32	42	55
1	17	32	46	47	54
5	25	26	40	44	54
18	22	25	36	37	50
2	18	30	33	34	50
10	26	30	42	45	49
14	17	23	25	47	51
5	16	21	28	41	52
3	4	26	27	32	38
6	8	23	24	28	31
9	12	19	24	48	56
19	36	38	41	48	53
2	26	51	52	53	56
21	34	40	44	48	52
4	23	26	34	49	54
1	23	32	34	39	52
7	15	23	34	37	45
4	10	31	39	51	52
6	10	13	25	29	45
9	17	18	25	28	47
11	19	27	28	32	54
7	22	31	35	51	55
1	15	17	25	32	37
10	14	19	32	34	48
24	34	35	36	45	54
2	10	13	16	18	38
4	16	37	38	44	46
2	8	12	23	30	55
4	5	10	19	29	37
19	28	32	47	52	55
7	25	33	35	47	49
11	17	20	21	28	55
27	32	34	35	48	55
19	27	28	29	32	50
21	22	38	42	43	47
7	23	25	27	31	32
13	19	25	33	40	46
5	8	12	16	25	51
4	6	10	17	20	29
9	12	13	14	15	53
1	11	17	19	23	31
16	21	24	36	47	53
2	29	30	36	39	44
3	28	38	43	46	54
2	17	30	33	42	55
12	15	25	39	43	51
6	8	26	32	37	42
1	5	6	10	13	44
3	22	23	42	48	50
8	16	32	40	46	55
14	17	26	38	39	50
4	16	29	36	47	54
3	10	14	23	47	51
10	17	22	39	46	49
4	5	11	40	52	54
18	20	37	40	54	56
4	6	19	21	43	54
2	6	24	34	43	45
26	29	41	48	49	50
2	3	19	38	40	47
1	5	11	21	27	46
12	25	31	35	44	46
4	12	15	30	40	45
7	12	20	21	28	31
21	33	34	42	48	51
8	25	27	29	31	43
2	3	37	40	42	52
2	5	6	19	42	47
13	16	17	19	49	50
9	13	36	47	48	54
14	18	22	30	37	49
1	7	24	34	40	46
1	5	14	22	35	55
17	18	23	38	42	46
6	8	28	36	38	42
5	11	12	26	31	46
2	8	23	45	46	54
6	9	20	32	36	38
2	18	19	20	26	55
4	20	27	32	51	56
2	19	20	26	32	56
15	21	28	53	54	56
15	17	19	25	55	56
13	20	41	43	44	52
5	11	29	30	33	53
4	20	33	35	43	53
1	3	18	26	35	38
12	16	20	35	38	56
2	12	23	42	52	53
1	19	24	26	49	56
3	23	28	32	40	49
6	10	38	42	47	51
2	22	23	40	45	47
5	8	10	35	36	49
37	42	48	50	51	52
3	4	10	24	48	54
2	6	24	31	51	52
2	9	12	13	23	33
13	14	18	29	49	53
6	18	20	37	39	51
16	32	36	37	41	56
10	13	16	23	36	50
7	17	24	31	41	46
8	25	29	40	44	55
10	20	23	25	26	55
8	10	11	12	26	39
8	15	19	29	45	49
4	6	11	19	27	40
11	12	20	36	48	56
27	30	33	34	42	44
1	6	25	43	51	54
1	11	13	40	52	55
1	10	45	48	52	55
18	28	34	36	40	52
4	5	20	30	44	55
19	24	30	37	41	46
2	3	11	21	41	46
16	21	24	29	47	52
18	28	37	40	44	56
1	8	30	37	42	54
6	9	13	21	35	39
5	19	26	42	51	54
12	20	22	25	46	48
10	13	33	43	52	56
21	29	30	36	40	48
1	9	31	36	48	55
18	29	30	41	53	54
15	16	40	42	50	51
3	9	21	23	24	25
42	43	45	49	51	56
14	19	27	33	40	45
10	15	16	20	33	47
9	12	23	33	46	54
9	21	24	28	34	56
9	15	18	25	42	52
2	13	25	26	33	35
10	25	33	34	43	50
2	9	21	27	40	43
12	20	27	31	42	50
6	7	14	22	44	45
35	38	43	45	49	54
2	7	35	40	45	55
6	25	28	34	39	52
2	8	14	22	48	52
16	19	31	35	38	45
2	19	20	21	33	45
8	11	30	37	49	56
10	13	31	47	50	55
28	32	35	37	46	56
2	10	13	29	35	48
3	18	28	44	51	53
11	16	19	25	28	50
4	11	23	28	29	48
4	8	18	25	32	38
2	5	18	22	25	40
8	17	19	26	33	37
5	12	25	29	34	48
1	5	15	26	40	46
4	24	28	46	50	56
21	27	44	47	52	54
2	9	18	21	29	53
7	15	38	39	42	52
29	31	38	39	46	54
16	32	37	39	48	55
5	15	16	21	47	48
3	15	32	38	40	53
22	24	27	28	29	47
27	34	40	45	52	54
7	18	19	31	35	54
10	11	18	33	43	48
21	24	30	31	43	45
18	19	25	30	33	35
10	18	39	44	45	55
7	13	19	33	44	48
24	30	33	41	43	44
3	12	22	33	39	49
4	12	29	43	46	53
5	10	14	15	36	56
10	16	21	26	39	51
2	16	24	25	30	45
4	21	24	36	41	47
11	23	43	47	48	54
10	15	17	18	35	50
15	24	25	29	46	54
9	14	30	32	45	56
2	15	25	30	39	50
6	15	17	29	31	56
5	8	15	43	44	52
2	14	21	28	38	39
9	16	19	24	32	53
7	13	17	24	32	56
8	21	22	31	33	56
3	4	7	30	45	55
1	9	29	32	45	47
12	28	30	38	39	44
5	6	14	15	35	48
6	7	15	17	51	52
4	21	23	33	52	55
2	3	4	5	25	40
2	21	23	31	36	52
24	29	31	35	46	55
22	26	41	42	44	54
5	30	36	37	44	51
3	4	15	19	22	38
2	8	9	15	31	36
3	12	14	29	32	44
1	4	15	20	21	54
37	40	45	50	51	54
15	21	28	47	49	55
1	6	19	31	49	54
24	31	38	40	52	53
21	27	34	44	55	56
17	25	35	39	42	54
11	17	22	34	36	46
11	26	32	42	43	56
1	12	13	16	45	48
1	2	12	17	21	27
5	6	8	38	50	51
13	16	23	26	34	37
3	5	19	20	27	54
10	13	16	23	26	50
6	27	31	42	45	52
10	24	27	38	40	48
18	24	47	48	50	56
5	14	19	33	46	49
13	18	20	29	40	56
31	45	46	50	51	52
7	11	14	45	47	54
3	4	18	31	41	43
14	35	42	43	49	50
5	21	37	40	46	56
14	17	18	39	43	53
12	30	42	43	49	53
1	9	12	16	24	47
2	6	20	30	33	37
3	6	18	32	46	54
4	11	29	38	40	46
9	14	18	28	40	45
3	26	35	38	50	55
11	20	29	32	37	40
2	3	4	21	25	39
1	12	19	21	40	44
4	13	21	40	46	47
1	7	33	35	48	52
9	27	36	38	41	52
4	12	16	18	46	52
17	22	48	49	50	53
3	10	12	18	33	46
7	12	29	34	35	39
3	12	16	25	32	35
3	6	12	30	48	55
8	17	20	28	29	55
4	8	24	37	43	51
4	7	21	25	48	49
3	4	7	30	45	52
5	13	23	33	44	56
1	15	17	25	37	45
5	15	28	37	46	49
4	27	41	45	48	54
3	15	20	36	40	56
7	20	23	24	27	42
5	16	25	27	35	45
2	8	9	25	46	52
2	13	18	20	21	52
13	18	30	33	36	51
10	18	25	33	38	49
4	8	24	25	26	37
9	10	15	41	46	49
16	19	30	38	40	49
12	13	16	26	30	49
2	22	28	32	33	51
1	3	5	24	42	46
15	22	27	28	30	31
8	16	17	26	31	37
3	16	20	28	40	55
13	14	23	35	37	40
23	25	29	33	46	49
5	13	19	29	30	56
1	11	20	27	39	41
2	16	30	35	51	53
11	12	17	32	36	54
1	15	26	30	49	52
19	22	41	48	51	55
12	16	30	32	37	49
6	9	27	32	37	44
1	5	10	17	34	40
1	17	20	29	35	51
3	16	28	30	40	54
2	4	16	38	50	52
3	6	23	25	34	35
1	4	11	17	44	52
4	10	12	22	32	51
16	24	32	36	51	52
14	33	42	45	51	55
2	20	31	35	48	53
1	10	11	33	37	47
3	26	27	38	44	56
7	8	23	34	47	52
3	4	17	19	21	49
7	23	25	29	33	50
21	25	27	36	47	54
11	12	18	40	53	56
5	7	29	36	38	41
9	14	22	35	37	47
24	29	42	44	52	53
10	28	33	37	46	52
2	11	16	24	31	37
6	15	20	24	37	51
4	8	10	18	46	56
7	18	23	31	35	36
4	10	40	42	45	46
5	6	14	15	31	46
24	25	26	32	39	47
3	7	17	38	39	50
3	31	39	43	44	50
22	33	40	41	42	48
8	34	43	49	54	55
9	18	28	29	41	50
8	11	22	23	38	41
11	17	19	24	43	49
17	22	24	31	43	50
4	5	25	35	48	53
6	8	29	47	48	50
4	25	31	44	49	56
3	10	19	34	44	54
8	9	11	20	22	40
3	6	25	45	46	48
3	6	11	24	31	51
1	2	13	27	29	34
6	17	27	32	34	40
1	10	12	32	36	48
24	27	40	41	54	55
3	6	14	28	30	39
5	12	22	41	44	47
1	15	26	40	45	46
4	15	18	30	38	49
1	5	17	25	35	55
9	14	35	46	49	55
8	17	20	38	54	56
8	17	19	36	37	41
11	21	33	43	54	55
12	22	36	43	46	52
9	13	29	33	39	51
6	16	21	32	43	56
2	5	18	30	44	53
12	31	37	44	52	55
7	21	33	35	43	55
3	6	22	38	40	56
17	19	22	23	36	38
9	17	22	26	49	56
2	8	16	23	42	48
28	30	32	34	42	43
2	29	30	36	44	51
6	30	34	46	50	52
20	32	33	34	50	56
10	17	20	31	50	51
8	9	14	28	33	56
11	12	17	29	30	34
1	13	21	22	33	45
3	10	14	28	48	56
8	12	19	21	22	43
11	22	25	29	37	55
19	26	37	50	53	54
8	15	35	37	41	48
13	14	16	28	50	51
8	14	20	42	43	55
4	5	16	29	39	55
2	17	39	48	53	56
8	20	26	27	42	44
7	8	20	37	39	45
6	12	40	43	51	56
8	13	18	22	40	54
4	8	11	37	41	43
33	35	47	52	53	56
7	17	40	48	53	56
3	6	40	41	47	48
3	5	19	24	28	30
4	15	16	30	44	50
2	13	21	35	41	49
3	29	30	38	42	50
18	24	31	39	47	51
1	3	16	19	20	28
10	14	16	17	27	49
1	5	6	8	30	46
13	21	37	42	43	48
1	3	12	22	35	55
11	18	21	31	36	49
5	8	26	32	37	39
2	6	30	34	37	43
12	25	31	36	46	54
9	18	40	42	48	52
5	26	30	34	37	56
5	13	15	40	54	55
14	18	50	51	52	56
6	11	27	33	41	56
5	7	44	51	53	54
2	4	26	27	28	44
4	15	16	34	44	56
2	14	21	28	36	49
10	23	29	45	53	56
1	6	15	22	34	39
14	33	41	43	52	56
4	8	15	36	39	45
4	11	12	40	45	51
12	15	31	50	54	55
12	20	33	46	50	51
6	18	36	48	50	52
5	6	33	34	46	55
4	20	29	31	44	48
11	18	31	35	39	42
8	16	21	39	50	52
15	17	19	22	31	53
10	22	29	30	32	33
6	19	23	25	28	42
8	11	14	36	49	55
2	14	27	42	46	50
34	44	45	51	52	56
7	11	26	38	39	56
1	13	19	29	41	46
1	9	12	19	31	34
1	2	4	31	32	46
10	26	40	44	50	54
1	4	20	21	24	34
28	31	32	44	51	52
5	16	17	24	41	47
4	6	20	21	45	55
16	19	23	29	33	49
7	24	27	39	45	52
13	18	26	30	31	53
2	7	10	27	34	54
10	15	23	24	36	49
3	6	19	28	48	52
2	3	7	26	30	48
5	7	8	23	26	55
7	9	29	44	48	55
5	16	30	31	38	52
2	9	15	16	21	42
7	14	23	26	43	49
6	13	27	32	47	52
13	15	19	33	49	53
7	10	13	23	34	44
1	5	28	48	49	55
5	6	7	25	33	50
24	30	40	41	55	56
9	10	30	35	41	48
5	13	20	32	36	56
7	26	31	44	45	53
8	16	18	46	52	55
6	13	17	20	31	50
4	5	22	28	31	37
5	15	24	25	37	39
2	7	12	35	51	54
7	13	23	37	48	49
10	29	32	42	43	47
2	10	25	30	32	56
4	5	30	43	45	51
8	9	12	30	43	51
4	9	20	25	28	37
4	13	22	34	37	39
4	19	24	39	49	55
3	4	18	20	26	28
8	9	23	37	48	53
5	16	22	26	31	41
9	23	26	28	37	54
7	13	19	27	50	54
1	21	23	30	46	47
20	22	30	33	45	49
16	36	37	52	55	56
5	10	15	16	21	30
12	32	34	45	46	51
7	8	10	29	46	55
10	21	33	44	50	53
5	8	9	17	29	50
6	8	20	23	39	47
4	9	25	32	38	40
10	14	16	31	33	46
5	8	10	24	37	55
4	11	21	31	42	43
12	18	19	39	43	48
6	22	26	30	35	55
3	6	21	22	39	43
4	6	14	17	34	39
2	5	19	20	35	52
2	15	17	25	33	43
6	12	20	26	34	40
14	22	26	28	43	54
11	13	22	27	31	34
4	5	19	40	45	50
13	17	18	35	53	56
8	20	32	43	51	53
12	17	35	44	49	53
2	14	26	31	37	48
17	32	42	44	47	49
13	25	31	44	47	49
2	3	34	36	48	55
12	25	30	35	43	45
4	12	26	34	49	53
22	23	28	35	51	52
3	4	6	27	39	48
16	26	30	32	42	43
5	10	26	28	35	49
13	22	24	33	44	49
2	27	37	41	46	55
3	5	14	24	48	53
35	43	45	46	49	53
2	3	5	28	41	49
3	25	27	33	36	41
23	25	35	43	47	56
1	22	29	34	40	43
5	20	35	46	50	53
1	18	26	27	44	54
16	17	25	39	49	55
2	4	13	25	28	40
11	21	35	38	41	45
22	23	31	36	46	56
1	2	9	17	35	56
3	6	18	38	40	43
3	22	24	33	38	39
19	25	26	44	50	54
2	7	8	22	26	54
4	6	15	18	27	33
17	21	22	26	41	53
8	11	13	21	52	56
3	23	27	34	38	47
2	8	14	23	30	39
24	43	46	47	48	52
7	10	12	29	42	50
7	14	17	19	42	52
5	8	15	16	29	30
26	28	36	38	47	49
3	21	28	43	46	48
4	7	18	24	48	49
2	10	15	31	42	43
3	18	27	35	42	54
2	7	11	20	38	56
5	8	17	32	52	56
28	35	44	46	47	51
2	6	15	24	36	54
2	12	13	15	17	52
4	13	18	36	38	49
18	20	25	30	40	50
11	19	21	22	42	47
29	33	39	43	48	56
13	19	33	43	47	53
18	19	32	36	39	43
3	21	29	33	51	55
16	22	37	41	46	55
2	7	20	25	30	39
7	28	51	53	54	55
16	27	39	47	49	53
12	14	17	23	26	46
24	35	43	46	49	53
17	26	45	48	50	54
12	21	31	38	40	51
2	19	21	22	26	42
9	14	30	41	43	54
2	13	22	31	33	43
12	18	33	41	45	56
4	23	25	40	44	48
10	26	32	35	54	56
1	15	35	36	40	49
1	5	15	20	43	45
