 1 	9.6253
 2 	9.3662
 3 	9.2845
 4 	9.4127
 5 	9.511
 6 	9.8243
 7 	9.3667
 8 	9.1995
 9 	9.4459
 10 	9.5642
 11 	9.4155
 12 	9.6098
 13 	9.6828
 14 	9.7025
 15 	9.4933
 16 	9.2537
 17 	9.1835
 18 	9.0708
 19 	9.1408
 20 	9.2
 21 	9.5098
 22 	9.2542
 23 	9.2681
 24 	9.1695
 25 	9.1463
 26 	9.1303
 27 	9.016
 28 	9.372
 29 	9.6562
 30 	9.9568
 31 	9.7861
 32 	9.9109
 33 	10.2299
 34 	10.1552
 35 	10.1465
 36 	10.1465
 37 	11.0324
 38 	11.0324
 39 	10.7889
 40 	10.3
 41 	10.3377
 42 	10.437
 43 	10.5243
 44 	11.0475
 45 	11.0133
 46 	11.0525
 47 	11.3985
 48 	11.2372
 49 	11.0214
 50 	11.0606
 51 	11.1748
 52 	11.4093
 53 	11.4147
 54 	11.5258
 55 	11.4079
 56 	11.3807
 57 	11.3884
 58 	11.539
 59 	11.2373
 60 	11.1495
 61 	11.2141
 62 	11.0965
 63 	11.1783
 64 	11.0832
 65 	10.916
 66 	10.7752
 67 	10.6057
 68 	10.7995
 69 	10.7907
 70 	10.7857
 71 	10.5793
 72 	10.6344
 73 	10.4433
 74 	10.456
 75 	10.8935
 76 	11.0903
 77 	11.2966
 78 	11.2723
 79 	10.9181
 80 	10.9037
 81 	10.9935
 82 	10.764
 83 	10.9975
 84 	10.8116
 85 	11.0382
 86 	11.1682
 87 	11.0322
 88 	10.9278
 89 	10.7445
 90 	10.7946
 91 	10.9273
 92 	11.0378
 93 	10.9315
 94 	10.7023
 95 	10.8968
 96 	10.9157
 97 	10.8262
 98 	10.7243
 99 	10.6482
 100 	10.5095
 101 	10.3306
 102 	10.3069
 103 	10.0353
 104 	10.2847
 105 	10.9814
 106 	12.7125
 107 	13.3225
 108 	13.8325
 109 	14.3097
 110 	15.0698
 111 	14.1517
 112 	13.8443
 113 	13.1667
 114 	13.1722
 115 	13.2125
 116 	13.314
 117 	13.4928
 118 	13.1479
 119 	12.9157
 120 	13.0659
 121 	13.0098
 122 	12.7769
 123 	12.3306
 124 	12.2626
 125 	12.9146
 126 	12.8441
 127 	12.6455
 128 	13.1676
 129 	12.5998
 130 	12.3387
 131 	12.4664
 132 	12.3496
 133 	12.1519
 134 	12.1062
 135 	11.9084
 136 	11.5278
 137 	11.578
 138 	11.723
 139 	11.7425
 140 	12.348
 141 	13.7994
 142 	13.1802
 143 	13.61
 144 	13.9476
 145 	13.0077
 146 	12.7891
 147 	12.8093
 148 	12.9942
 149 	14.3047
 150 	13.4084
 151 	13.2833
 152 	13.2571
 153 	12.8695
 154 	13.0911
 155 	12.9268
 156 	12.9658
 157 	12.7094
 158 	12.7795
 159 	12.3612
 160 	12.1456
 161 	12.8035
 162 	13.0279
 163 	12.8464
 164 	13.3415
 165 	13.1747
 166 	13.0067
 167 	13.1101
 168 	13.0843
 169 	13.3769
 170 	13.2379
 171 	13.0549
 172 	13.0901
 173 	12.8609
 174 	12.9712
 175 	13.2269
 176 	13.0763
 177 	13.433
 178 	13.4773
 179 	13.8965
 180 	14.7414
 181 	14.9885
 182 	14.9553
 183 	15.2647
 184 	15.3714
 185 	15.3815
 186 	15.6854
 187 	16.0772
 188 	16.7829
 189 	16.9053
 190 	16.5244
 191 	16.5856
 192 	17.2487
 193 	18.1935
 194 	18.102
 195 	17.237
 196 	17.1767
 197 	18.4118
 198 	18.4646
 199 	18.7837
 200 	18.8611
 201 	19.3776
 202 	18.8887
 203 	20.5155
 204 	20.6194
 205 	20.7908
 206 	19.9957
 207 	18.7955
 208 	18.9594
 209 	18.6909
 210 	18.0626
 211 	17.8646
 212 	17.8145
 213 	18.159
 214 	19.1478
 215 	18.6229
 216 	19.6629
 217 	18.6069
 218 	18.8331
 219 	18.2709
 220 	18.7878
 221 	19.9759
 222 	19.6912
 223 	18.6457
 224 	19.1792
 225 	18.7231
 226 	20.3177
 227 	20.3455
 228 	19.6512
 229 	19.0388
 230 	19.2607
 231 	19.3779
 232 	19.0099
 233 	19.6426
 234 	19.2087
 235 	18.9929
 236 	20.0696
 237 	19.7345
 238 	19.1948
 239 	19.5352
 240 	18.8642
 241 	18.9082
 242 	19.776
 243 	23.4847
 244 	23.9283
 245 	22.1778
 246 	23.0893
 247 	22.2012
 248 	21.888
 249 	22.1438
 250 	21.2508
 251 	20.1398
 252 	19.9087
 253 	20.2248
 254 	20.939
 255 	20.44
 256 	20.1822
 257 	19.9213
 258 	19.9062
 259 	19.8455
 260 	20.0605
 261 	20.5623
 262 	20.5297
 263 	21.4453
 264 	20.4672
 265 	20.6352
 266 	20.4257
 267 	19.9112
 268 	20.3728
 269 	19.694
 270 	20.1335
 271 	20.3485
 272 	20.0962
 273 	20.0925
 274 	19.8245
 275 	19.3965
 276 	19.4715
 277 	18.7937
 278 	18.3448
 279 	18.0415
 280 	17.9975
 281 	17.7418
 282 	17.1358
